Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-1.local) 	04/09/2020 	_x86_64_	(48 CPU)

06:09:12 PM       tps      rtps      wtps   bread/s   bwrtn/s
06:10:00 PM      1.02      0.00      1.02      0.00      8.16
06:10:01 PM     11.22      0.00     11.22      0.00     89.80
06:10:02 PM      0.00      0.00      0.00      0.00      0.00
06:10:03 PM      0.00      0.00      0.00      0.00      0.00
06:10:04 PM      0.00      0.00      0.00      0.00      0.00
06:10:05 PM      0.00      0.00      0.00      0.00      0.00
06:10:06 PM      0.00      0.00      0.00      0.00      0.00
06:10:07 PM      6.12      0.00      6.12      0.00     48.98
06:10:08 PM      0.00      0.00      0.00      0.00      0.00
06:10:09 PM      0.00      0.00      0.00      0.00      0.00
06:10:10 PM      0.00      0.00      0.00      0.00      0.00
06:10:11 PM      0.00      0.00      0.00      0.00      0.00
06:10:12 PM      0.00      0.00      0.00      0.00      0.00
06:10:13 PM      0.00      0.00      0.00      0.00      0.00
06:10:14 PM      0.00      0.00      0.00      0.00      0.00
06:10:15 PM      0.00      0.00      0.00      0.00      0.00
06:10:16 PM      0.00      0.00      0.00      0.00      0.00
06:10:17 PM      0.00      0.00      0.00      0.00      0.00
06:10:18 PM      0.00      0.00      0.00      0.00      0.00
06:10:19 PM      0.00      0.00      0.00      0.00      0.00
06:10:20 PM      0.00      0.00      0.00      0.00      0.00
06:10:21 PM      0.00      0.00      0.00      0.00      0.00
06:10:22 PM      0.00      0.00      0.00      0.00      0.00
06:10:23 PM     10.20      0.00     10.20      0.00     81.63
06:10:24 PM      0.00      0.00      0.00      0.00      0.00
06:10:25 PM      0.00      0.00      0.00      0.00      0.00
06:10:26 PM      0.00      0.00      0.00      0.00      0.00
06:10:27 PM      0.00      0.00      0.00      0.00      0.00
06:10:28 PM      0.00      0.00      0.00      0.00      0.00
06:10:29 PM      0.00      0.00      0.00      0.00      0.00
#test 1
06:10:30 PM      0.00      0.00      0.00      0.00      0.00
06:10:31 PM      0.00      0.00      0.00      0.00      0.00
06:10:32 PM      0.00      0.00      0.00      0.00      0.00
06:10:33 PM      0.00      0.00      0.00      0.00      0.00
06:10:34 PM      0.00      0.00      0.00      0.00      0.00
06:10:35 PM      4.04      0.00      4.04      0.00     32.32
06:10:36 PM      0.00      0.00      0.00      0.00      0.00
06:10:37 PM      0.00      0.00      0.00      0.00      0.00
06:10:38 PM      1.02      0.00      1.02      0.00      8.16
06:10:39 PM      0.00      0.00      0.00      0.00      0.00
06:10:40 PM      0.00      0.00      0.00      0.00      0.00
06:10:41 PM      0.00      0.00      0.00      0.00      0.00
06:10:42 PM      0.00      0.00      0.00      0.00      0.00
06:10:43 PM      0.00      0.00      0.00      0.00      0.00
06:10:44 PM      0.00      0.00      0.00      0.00      0.00
06:10:45 PM      0.00      0.00      0.00      0.00      0.00
06:10:46 PM      0.00      0.00      0.00      0.00      0.00
06:10:47 PM      0.00      0.00      0.00      0.00      0.00
06:10:48 PM      0.00      0.00      0.00      0.00      0.00
06:10:49 PM      0.00      0.00      0.00      0.00      0.00
06:10:50 PM      0.00      0.00      0.00      0.00      0.00
06:10:51 PM      0.00      0.00      0.00      0.00      0.00
06:10:52 PM      0.00      0.00      0.00      0.00      0.00
06:10:53 PM      0.00      0.00      0.00      0.00      0.00
06:10:54 PM      0.00      0.00      0.00      0.00      0.00
06:10:55 PM      0.00      0.00      0.00      0.00      0.00
06:10:56 PM      0.00      0.00      0.00      0.00      0.00
06:10:57 PM      0.00      0.00      0.00      0.00      0.00
06:10:58 PM      0.00      0.00      0.00      0.00      0.00
06:10:59 PM      0.00      0.00      0.00      0.00      0.00
06:11:00 PM      0.00      0.00      0.00      0.00      0.00
06:11:01 PM      5.10      0.00      5.10      0.00     40.82
06:11:02 PM      0.00      0.00      0.00      0.00      0.00
06:11:03 PM      0.00      0.00      0.00      0.00      0.00
06:11:04 PM      0.00      0.00      0.00      0.00      0.00
06:11:05 PM      0.00      0.00      0.00      0.00      0.00
06:11:06 PM      0.00      0.00      0.00      0.00      0.00
06:11:07 PM      0.00      0.00      0.00      0.00      0.00
06:11:08 PM      5.10      0.00      5.10      0.00     40.82
06:11:09 PM      0.00      0.00      0.00      0.00      0.00
06:11:10 PM      0.00      0.00      0.00      0.00      0.00
06:11:11 PM      0.00      0.00      0.00      0.00      0.00
06:11:12 PM      0.00      0.00      0.00      0.00      0.00
06:11:13 PM      0.00      0.00      0.00      0.00      0.00
06:11:14 PM      0.00      0.00      0.00      0.00      0.00
#test 2
06:11:15 PM      0.00      0.00      0.00      0.00      0.00
06:11:16 PM      0.00      0.00      0.00      0.00      0.00
06:11:17 PM      0.00      0.00      0.00      0.00      0.00
06:11:18 PM      0.00      0.00      0.00      0.00      0.00
06:11:19 PM      0.00      0.00      0.00      0.00      0.00
06:11:20 PM      3.06      0.00      3.06      0.00     24.49
06:11:21 PM      1.02      0.00      1.02      0.00      8.16
06:11:22 PM      0.00      0.00      0.00      0.00      0.00
06:11:23 PM      0.00      0.00      0.00      0.00      0.00
06:11:24 PM      0.00      0.00      0.00      0.00      0.00
06:11:25 PM      0.00      0.00      0.00      0.00      0.00
06:11:26 PM      0.00      0.00      0.00      0.00      0.00
06:11:27 PM      0.00      0.00      0.00      0.00      0.00
06:11:28 PM      0.00      0.00      0.00      0.00      0.00
06:11:29 PM      0.00      0.00      0.00      0.00      0.00
06:11:30 PM      0.00      0.00      0.00      0.00      0.00
06:11:31 PM      4.08      0.00      4.08      0.00     32.65
06:11:32 PM      0.00      0.00      0.00      0.00      0.00
06:11:33 PM      0.00      0.00      0.00      0.00      0.00
06:11:34 PM      0.00      0.00      0.00      0.00      0.00
06:11:35 PM      0.00      0.00      0.00      0.00      0.00
06:11:36 PM      0.00      0.00      0.00      0.00      0.00
06:11:37 PM      0.00      0.00      0.00      0.00      0.00
06:11:38 PM      0.00      0.00      0.00      0.00      0.00
06:11:39 PM      0.00      0.00      0.00      0.00      0.00
06:11:40 PM      0.00      0.00      0.00      0.00      0.00
06:11:41 PM      0.00      0.00      0.00      0.00      0.00
06:11:42 PM      0.00      0.00      0.00      0.00      0.00
06:11:43 PM      0.00      0.00      0.00      0.00      0.00
06:11:44 PM      0.00      0.00      0.00      0.00      0.00
06:11:45 PM      0.00      0.00      0.00      0.00      0.00
06:11:46 PM      0.00      0.00      0.00      0.00      0.00
06:11:47 PM      0.00      0.00      0.00      0.00      0.00
06:11:48 PM      0.00      0.00      0.00      0.00      0.00
06:11:49 PM      0.00      0.00      0.00      0.00      0.00
06:11:50 PM      0.00      0.00      0.00      0.00      0.00
06:11:51 PM      0.00      0.00      0.00      0.00      0.00
06:11:52 PM      0.00      0.00      0.00      0.00      0.00
06:11:53 PM      2.04      0.00      2.04      0.00     16.33
06:11:54 PM      0.00      0.00      0.00      0.00      0.00
06:11:55 PM      0.00      0.00      0.00      0.00      0.00
06:11:56 PM      0.00      0.00      0.00      0.00      0.00
06:11:57 PM      0.00      0.00      0.00      0.00      0.00
06:11:58 PM      0.00      0.00      0.00      0.00      0.00
#test 3
06:11:59 PM      0.00      0.00      0.00      0.00      0.00
06:12:00 PM      0.00      0.00      0.00      0.00      0.00
06:12:01 PM      0.00      0.00      0.00      0.00      0.00
06:12:02 PM      0.00      0.00      0.00      0.00      0.00
06:12:03 PM      0.00      0.00      0.00      0.00      0.00
06:12:04 PM      0.00      0.00      0.00      0.00      0.00
06:12:05 PM      5.10      0.00      5.10      0.00     40.82
06:12:06 PM      0.00      0.00      0.00      0.00      0.00
06:12:07 PM      0.00      0.00      0.00      0.00      0.00
06:12:08 PM      0.00      0.00      0.00      0.00      0.00
06:12:09 PM      0.00      0.00      0.00      0.00      0.00
06:12:10 PM      0.00      0.00      0.00      0.00      0.00
06:12:11 PM      0.00      0.00      0.00      0.00      0.00
06:12:12 PM      0.00      0.00      0.00      0.00      0.00
06:12:13 PM      0.00      0.00      0.00      0.00      0.00
06:12:14 PM      0.00      0.00      0.00      0.00      0.00
06:12:15 PM      0.00      0.00      0.00      0.00      0.00
06:12:16 PM      0.00      0.00      0.00      0.00      0.00
06:12:17 PM      0.00      0.00      0.00      0.00      0.00
06:12:18 PM      0.00      0.00      0.00      0.00      0.00
06:12:19 PM      0.00      0.00      0.00      0.00      0.00
06:12:20 PM      0.00      0.00      0.00      0.00      0.00
06:12:21 PM      0.00      0.00      0.00      0.00      0.00
06:12:22 PM      0.00      0.00      0.00      0.00      0.00
06:12:23 PM      0.00      0.00      0.00      0.00      0.00
06:12:24 PM      0.00      0.00      0.00      0.00      0.00
06:12:25 PM      0.00      0.00      0.00      0.00      0.00
06:12:26 PM      0.00      0.00      0.00      0.00      0.00
06:12:27 PM      0.00      0.00      0.00      0.00      0.00
06:12:28 PM      0.00      0.00      0.00      0.00      0.00
06:12:29 PM      0.00      0.00      0.00      0.00      0.00
06:12:30 PM      0.00      0.00      0.00      0.00      0.00
06:12:31 PM      0.00      0.00      0.00      0.00      0.00
06:12:32 PM      0.00      0.00      0.00      0.00      0.00
06:12:33 PM      0.00      0.00      0.00      0.00      0.00
06:12:34 PM      0.00      0.00      0.00      0.00      0.00
06:12:35 PM      0.00      0.00      0.00      0.00      0.00
06:12:36 PM      0.00      0.00      0.00      0.00      0.00
06:12:37 PM      0.00      0.00      0.00      0.00      0.00
06:12:38 PM      2.04      0.00      2.04      0.00     16.33
06:12:39 PM      0.00      0.00      0.00      0.00      0.00
06:12:40 PM      0.00      0.00      0.00      0.00      0.00
06:12:41 PM      0.00      0.00      0.00      0.00      0.00
06:12:42 PM      0.00      0.00      0.00      0.00      0.00
06:12:43 PM      0.00      0.00      0.00      0.00      0.00
#test 4
06:12:44 PM      0.00      0.00      0.00      0.00      0.00
